Permit Type,Permit No,Issued,Address,Zip Code,Mapsco,Contractor,Value,Area,Work Description,Land Use,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
Building (BU) Commercial  New Construction,1802201055,4/30/2018,11881 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$23,278.00 ",1887,NEW CONSTRUCTION,RETIREMENT HOUSING,32.91067,-96.819333,11881,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Commercial  New Construction,1802231006,2/23/2018,2700 OLIVE ST,75201,45-F,"SPHINX CONSTRUCTION GROUP, LLC 2501 N HARWOOD ST., DALLAS, TX 75201 (214) 965-1017","$1,000,000.00 ",1857,SINGLE 2 STORY BLDG USE AS A RESTAURANT,RESTAURANT WITHOUT DRIVE-IN SERVICE,32.791002,-96.807042,2700,Olive St,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1805211058,6/22/2018,3490 ELSIE FAYE HEGGINS ST,75215,46-Z,"NEXIUS SOLUTIONS INC. 2595 Dallas Parkway Suite 300, Frisco, TX 75034 (703) 650-7777","$125,000.00 ",1822,CONSTRUCT MONOPOLE TOWER & RELATED GROUND EQUIP,TOWER/ANTENNA FOR CELLULAR COMMUNICATION,32.75368,-96.76587,,,,,Dallas,TX,Dallas County,75215,US
Building (BU) Commercial  New Construction,1811291053,12/10/2018,1104 S BELT LINE RD,75019,"11A-K,11A-L,11A-M,11A-P,11A-Q,11A-R","LANDMARK STRUCTURES I, LP 1665 HARMON RD, FT. WORTH, TX 76177 (817) 439-8888","$100,000.00 ",1800,INSTALL FOUNDATION ONLY,UTILITY OR GOVERNMENTAL INSTALLATION (OTHER),32.94331,-96.991249,1104,S Beltline Rd,,,Coppell,TX,Dallas County,75019,US
Building (BU) Commercial  New Construction,1705231033,8/7/2018,9500 LAKE JUNE RD,75217,59-K,"ROYAL BENGAL CONSTRUCTION INC. 2019 KENNETH HOPPER DR, MESQUITE, TX 75149 (214) 682-5973","$54,000.00 ",1800,NEW CONSTRUCTION - SELF STORAGE,OUTSIDE STORAGE,32.733548,-96.658167,9500,Lake June Rd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1806141144,11/27/2018,10920 PETAL ST,75238,28-K,"DORADO ENTERPRISES 4168 AVENIDA DE LA PLATA #108, OCEANSIDE , CA 92056 (760) 732-0269","$500,000.00 ",1740,NEW CONSTRUCTION,COMMERCIAL AMUSEMENT (INSIDE),32.884646,-96.694614,10920,Petal St,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1801221008,3/20/2018,2945 N BUCKNER BLVD,75228,38-Y,"MIRA ENTERPRISES INC 9500 IH-20, EASTLAND, TX 76448 (254) 629-8825","$660,000.00 ",1717,NEW CONSTRUCTION,RESTAURANT WITH DRIVE-IN SERVICE,32.809019,-96.684534,2945,N Buckner Blvd,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1801191013,3/13/2018,2449 W KIEST BLVD Ste:A,75233,53-Z,"SABRE/MUTI 2006 Boonsville Dr., Bridgeport, TX 76426 (217) 621-9783","$49,000.00 ",1697,NEW CELL TOWER,TOWER/ANTENNA FOR CELLULAR COMMUNICATION,32.705721,-96.85916,2449,W Kiest Blvd,Ste,A,Dallas,TX,Dallas County,75233,US
Building (BU) Commercial  New Construction,1802201054,4/30/2018,11881 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$23,277.00 ",1667,NEW CONSTRUCTION,RETIREMENT HOUSING,32.91067,-96.819333,11881,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Commercial  New Construction,1712211106,3/2/2018,2211 CANADA DR Ste:A,75212,43-H,"SABRE/MUTI 2006 Boonsville Dr., Bridgeport, TX 76426 (217) 621-9783","$48,000.00 ",1600,NEW CELL TOWER AND RADIO EQUIPMENT,TOWER/ANTENNA FOR CELLULAR COMMUNICATION,32.792781,-96.858152,2211,Canada Dr,Ste,A,Dallas,TX,Dallas County,75212,US
Building (BU) Commercial  New Construction,1805161100,6/14/2018,2324 S VERNON AVE,75224,54-P,"MY MODULAR LLC 3527 stodghill road, rockwall, TX 75087 (214) 597-7130","$20,000.00 ",1536,NEW CONSTRUCTION,PUBLIC OR PRIVATE SCHOOL,32.722855,-96.836077,2324,S Vernon Ave,,,Dallas,TX,Dallas County,75224,US
Building (BU) Commercial  New Construction,1805161101,6/14/2018,2324 S VERNON AVE,75224,54-P,"MY MODULAR LLC 3527 stodghill road, rockwall, TX 75087 (214) 597-7130","$20,000.00 ",1536,NEW CONSTRUCTION,PUBLIC OR PRIVATE SCHOOL,32.722855,-96.836077,2324,S Vernon Ave,,,Dallas,TX,Dallas County,75224,US
Building (BU) Commercial  New Construction,1809051118,12/21/2018,4454 MEMORY LANE BLVD,75241,66-V,"DONACIANO VASQUEZ CONSTRUCTION 2509 SEEVERS , DALLAS , TX 75216 (214) 587-5161","$130,892.00 ",1522,NEW CONSTRUCTION,PRIVATE STABLE,32.664167,-96.747549,4454,Memory Lane Blvd,,,Dallas,TX,Dallas County,75241,US
Building (BU) Commercial  New Construction,1808221004,10/11/2018,3636 DAN MORTON DR,75236,"62-A,62-B","PACIFIC ENVIORNMENTAL ENGINEERING CORP. 315 INDIANA ST, STE: B, EL SEGUNDO, CA 90245 (310) 414-9974","$1,075,000.00 ",1500,CONSTRUCT / INSTALL NEW VAPOR RECOVERY SYSTEM,INDUSTRIAL (OUTSIDE),32.700771,-96.917466,3636,Dan Morton Dr,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1805171050,7/16/2018,3741 ABRAMS RD,75214,36-Q,"BALDWIN ASSOCIATES 3904 ELM STE B, DALLAS, TX 75226 (214) 824-7949","$75,000.00 ",1500,NEW CONSTRUCTION,PUBLIC OR PRIVATE SCHOOL,32.83172,-96.753809,3741,Abrams Rd,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1709251057,4/2/2018,4727 LUCKY LN,75247,43-B,"CONSTRUCTION CONCEPTS, INC. 317 E JEFFERSON BLVD, DALLAS, TX 75203 (214) 946-4300","$60,000.00 ",1500,NEW CONSTRUCTION PRE-FAB METAL BUILDING AND PARKING LOT,WAREHOUSE,32.80421,-96.874536,4727,Lucky Ln,,,Dallas,TX,Dallas County,75247,US
Building (BU) Commercial  New Construction,1802221153,6/26/2018,807 W CANTY ST,75208,"44-Y,54-B,54-C","THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$500,000.00 ",1483,NEW COMMERCIAL CONSTRUCTION,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.752528,-96.834481,807,W Canty St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1801291102,2/27/2018,5527 E R L THORNTON FWY,75223,46-H,"MAC CONSTRUCTION & DEVELOPMENT SERVICES 17311 DALLAS PKWY STE 220, DALLAS, TX 75248 (214) 422-3031","$800,000.00 ",1473,NEW CONSTRUCTION,SHELL BUILDING,32.792236,-96.746819,5527,E R L Thornton Fwy,,,Dallas,TX,Dallas County,75223,US
Building (BU) Commercial  New Construction,1712271040,4/18/2018,8900 PRES GEORGE BUSH TPKE,,"6-F,6-G","MUCKLEROY & FALLS 5801 EDWARDS RANCH RD. #100, FT WORTH, TX 76109 (817) 877-3510","$250,000.00 ",1376,NEW CONSTRUCTION,"VEHICLE DISPLAY,SALES AND SERVICE",0,0,,,,,,,,,
Building (BU) Commercial  New Construction,1806011043,10/12/2018,8280 MANDERVILLE LN,75231,26-F,"ANDRES CONSTRUCTION SERVICES 3710 RAWLINS DR, SUITE 1510, DALLAS, TX 75219 (214) 521-2118","$100,000.00 ",1280,NEW CONSTRUCTION,CONVALESCENT & NURSING HOMES & RELATED INSTITUTION,32.894292,-96.765126,8280,Manderville Ln,,,Dallas,TX,Dallas County,75231,US
Building (BU) Commercial  New Construction,1804181063,12/19/2018,11011 GARLAND RD,75218,38-G,"CROSS CONSTRUCTION & CONSULTING 567 SUMMIT RIDGE DR, DUNCANVILLE, TX 75211 (214) 908-0066","$35,000.00 ",1280,NEW COMMERCIAL CONSTRUCTION,VACANT FLOOR SPACE,32.846735,-96.686904,11011,Garland Rd,,,Dallas,TX,Dallas County,75218,US
Building (BU) Commercial  New Construction,1803121008,3/15/2018,6200 EAST GRAND AVE,75223,"46-H,47-A,47-E","USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,400.00 ",1276,NEW SHADE STRUCTURES,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.798466,-96.742622,6211,E Grand Ave,,,Dallas,TX,Dallas County,75223,US
Building (BU) Commercial  New Construction,1803121022,3/15/2018,6950 BELT LINE RD,,,"USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,400.00 ",1276,NEW SHADE STRUCTURE,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",33.41874,-96.238027,,,,,Leonard,TX,Fannin County,75452,US
Building (BU) Commercial  New Construction,1803121049,3/15/2018,375 S PRAIRIE CREEK RD,75217,"58-V,58-Z,59-S,59-W","USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,400.00 ",1276,NEW SHADE STRUCTURES,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.705592,-96.665682,,S Prairie Creek Rd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1802281010,6/8/2018,9400 CHURCH RD,75238,27-K,"THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$522,500.00 ",1244,NEW WATER PARK,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.886018,-96.727943,9400,Church Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1802201039,4/30/2018,11881 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,276,275.00 ",1224,NEW CONSTRUCTION,RETIREMENT HOUSING,32.91067,-96.819333,11881,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Commercial  New Construction,1708011090,2/7/2018,12505 E NORTHWEST HWY,75228,29-W,"S & W CONSTRUCTION, INC 352 N RUDD ST., BURLESON, TX 76028 (817) 426-4039","$330,474.00 ",1200,NEW CONSTRUCTION,GEN MERCHANDISE OR FOOD STORE > 3500 SQ. FT.,32.864867,-96.665257,12505,E Northwest Hwy,,,Dallas,TX,Dallas County,75228,US
Building (BU) Commercial  New Construction,1802141024,6/15/2018,2700 SKILLMAN ST,75214,"36-Q,36-U","THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$200,000.00 ",1200,,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.82254,-96.76081,2700,Skillman St,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1805251074,6/15/2018,824 W 10TH ST,75208,54-F,"WALK IN THE PARK CONSTRUCTION 3410 HARDROCK RD, GRAND PRAIRIE, TX 76244 (972) 953-0598","$25,000.00 ",1200,NEW CONSTRUCTION OF PLAYGROUND EQUIPMENTS,"PRIVATE RECREATION CENTER, CLUB OR AREA",32.744862,-96.836916,824,W 10th St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1804191127,6/12/2018,5333 W KIEST BLVD,75211,"52-X,52-Y","SCHERER BUILT 9630 S FM 730 , BOYD, TX 76023 (940) 433-3384","$10,800.00 ",1200,NEW COMMERCIAL CONSTRUCTION,AUTO AUCTION,32.708802,-96.912871,5333,W Kiest Blvd,,,Dallas,TX,Dallas County,75236,US
Building (BU) Commercial  New Construction,1707031013,12/6/2018,1782 TANTOR RD,75229,"22-F,22-K","JC CONCRETE 2961 LAVITA LN, FARMERS BRANCH, TX 75234 (214) 542-4661","$120,000.00 ",1152,NEW COMMERCIAL CONSTRUCTION,INDUSTRIAL (OUTSIDE),32.890148,-96.913417,1782,Tantor Rd,,,Dallas,TX,Dallas County,75229,US
Building (BU) Commercial  New Construction,1803151021,4/24/2018,1900 ADELINE ST Ste:D,75235,"33-M,33-R","ENERTECH RESOURCES 1820 WASTON LN EAST, NEW  BRAUNFELS, TX 78130 (830) 387-4502","$115,000.00 ",1140,NEW CONSTRUCTION,TOWER/ANTENNA FOR CELLULAR COMMUNICATION,32.831429,-96.862417,1900,Adeline St,Ste,D,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1804111085,4/11/2018,4849 W LAWTHER DR,75214,37-B,"HILL & WILKINSON GENERAL CONTRACTORS 2703 TELECOM PKWY  #120, RICHARDSON, TX 75082 (214) 299-4300","$1,000,000.00 ",1116,NEW CONSTRUCTION FOR NURSING HOME/ASSISTED LIVING,CONVALESCENT & NURSING HOMES & RELATED INSTITUTION,32.854302,-96.730593,4849,W Lawther Dr,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1802281011,6/8/2018,9400 CHURCH RD,75238,27-K,"THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$475,000.00 ",1044,NEW WATER PARK,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.886018,-96.727943,9400,Church Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1705231032,8/7/2018,9500 LAKE JUNE RD,75217,59-K,"ROYAL BENGAL CONSTRUCTION INC. 2019 KENNETH HOPPER DR, MESQUITE, TX 75149 (214) 682-5973","$30,000.00 ",1000,NEW CONSTRUCTION - SELF STORAGE,OUTSIDE STORAGE,32.733548,-96.658167,9500,Lake June Rd,,,Dallas,TX,Dallas County,75217,US
Building (BU) Commercial  New Construction,1807261057,10/19/2018,711 N BECKLEY AVE,75208,54-D,"SYMONE CONSTRUCTION SERVICES LLC 2414 CREEKWOOD DR, CEDAR HILL, TX 75104 (817) 271-0613","$225,000.00 ",968,NEW CONSTRUCTION,OFFICE BUILDING,32.751195,-96.823205,711,N Beckley Ave,,,Dallas,TX,Dallas County,75203,US
Building (BU) Commercial  New Construction,1807261058,10/19/2018,711 N BECKLEY AVE,75208,54-D,"SYMONE CONSTRUCTION SERVICES LLC 2414 CREEKWOOD DR, CEDAR HILL, TX 75104 (817) 271-0613","$225,000.00 ",967,NEW CONSTRUCTION,OFFICE BUILDING,32.751195,-96.823205,711,N Beckley Ave,,,Dallas,TX,Dallas County,75203,US
Building (BU) Commercial  New Construction,1802271120,3/29/2018,1818 N WESTMORELAND RD,75212,"43-T,43-U","DENCO CONST CO 5525 LYONS RD, GARLAND, TX 75043 (972) 226-2609","$250,000.00 ",900,CONSTRUCT NEW EXTERIOR SHADE STRUCTURE & RELATED SITE WORK,ANIMAL SHELTER OR CLINIC,32.769177,-96.872769,1818,N Westmoreland Rd,,,Dallas,TX,Dallas County,75212,US
Building (BU) Commercial  New Construction,1710301005,3/7/2018,13550 FLOYD CIR Ste:A,75243,16-R,"HIGHPOINT INDUSTRIES, LLC 11311 KLINE DR, DALLAS, TX 75229 (469) 401-3815","$20,000.00 ",875,"NEW CONCRETE PAD, RADIOS, ANTENNAS, CABINETS AND ELECTRICAL METER TO EXISTING TOWER FOR NEW CARRIER",TOWER/ANTENNA FOR CELLULAR COMMUNICATION,32.93256,-96.743907,13550,Floyd Cir,Ste,A,Dallas,TX,Dallas County,75243,US
Building (BU) Commercial  New Construction,1802221151,6/26/2018,807 W CANTY ST,75208,"44-Y,54-B,54-C","THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$400,000.00 ",866,NEW COMMERCIAL CONSTRUCTION,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.752528,-96.834481,807,W Canty St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1802201036,4/30/2018,11881 INWOOD RD,75244,14-Z,"GREYSTAR DEVELOPMENT & CONSTRUCTION 600 E LAS COLINAS BLVD STE 2100, IRVING , TX 75039 (972) 556-8972","$1,276,275.00 ",831,NEW CONSTRUCTION,RETIREMENT HOUSING,32.91067,-96.819333,11881,Inwood Rd,,,Dallas,TX,Dallas County,75244,US
Building (BU) Commercial  New Construction,1802281087,5/1/2018,10763 PRESTON RD,75230,25-F,"SPRING VALLEY CONSTRUCTION CO. 10950 ALDER CIRCLE, DALLAS, TX 75238 (214) 340-9800","$1,250,000.00 ",800,NEW CONSTRUCTION,FINANCIAL INSTITUTION WITH DRIVE-IN WINDOW,32.89453,-96.804262,10763,Preston Rd,,,Dallas,TX,Dallas County,75230,US
Building (BU) Commercial  New Construction,1807111005,8/23/2018,1351 HAMEL ST,75212,"44-N,44-P","MEGATEL HOMES INC 1800 VALLEY VIEW LN #400, FARMERS BRANCH, TX 75234 (214) 396-4442",$0.00 ,775,NEW CONSTRUCTION,"PRIVATE RECREATION CENTER, CLUB OR AREA",32.776217,-96.84255,1351,Hamel St,,,Dallas,TX,Dallas County,75212,US
Building (BU) Commercial  New Construction,1802091038,9/28/2018,2832 SHORECREST DR,75235,33-G,"CROSS CONSTRUCTION & CONSULTING 567 SUMMIT RIDGE DR, DUNCANVILLE, TX 75211 (214) 908-0066","$49,000.00 ",769,NEW COMMERCIAL CONSTRUCTION,WAREHOUSE,32.844914,-96.847899,2832,Shorecrest Dr,,,Dallas,TX,Dallas County,75235,US
Building (BU) Commercial  New Construction,1801111048,5/24/2018,1901 PACIFIC AVE,75201,45-L,"HC BECK CONTRACTORS 1807 ROSS AVE., STE 500, DALLAS, TX 75201 (214) 303-6416","$13,300,000.00 ",750,NEW CONSTRUCTION,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.783661,-96.796845,1901,Pacific Ave,,,Dallas,TX,Dallas County,75201,US
Building (BU) Commercial  New Construction,1702081164,3/29/2018,9855 HARPERS LN,75019,"11A-G,11A-K,11A-L","WATER CENTRIC, LLC 4720 DOZIER RD STE C, CARROLLTON, TX 75010 (800) 476-0812","$560,000.00 ",738,NEW CONSTRUCTION OF PUMP HOUSE,UTILITY OR GOVERNMENTAL INSTALLATION (OTHER),32.963417,-96.984664,,,,,Coppell,TX,Dallas County,75019,US
Building (BU) Commercial  New Construction,1802141025,6/15/2018,2700 SKILLMAN ST,75214,"36-Q,36-U","THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$150,000.00 ",738,,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.82254,-96.76081,2700,Skillman St,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1807301087,8/15/2018,2700 SKILLMAN ST,75214,"36-Q,36-U","USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,000.00 ",715,CONSTRUCT TWO (2) CANOPY SHADE STRUCTURES,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.82254,-96.76081,2700,Skillman St,,,Dallas,TX,Dallas County,75214,US
Building (BU) Commercial  New Construction,1807301105,8/15/2018,807 W CANTY ST,75208,"44-Y,54-B,54-C","USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,000.00 ",715,CONSTRUCT TWO (2) CANOPY SHADE STRUCTURES,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.752528,-96.834481,807,W Canty St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1807301113,8/15/2018,9400 CHURCH RD,75238,27-K,"USA SHADE & FABRIC STRUCTURES INC 8505 CHANCELLOR ROW, DALLAS, TX 75247 (817) 312-8355","$30,000.00 ",715,CONSTRUCT TWO (2) CANOPY SHADE STRUCTURES,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.886018,-96.727943,9400,Church Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1808141083,8/14/2018,9400 CHURCH RD,75238,27-K,"THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$75,000.00 ",709,NEW WATER PARK,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.886018,-96.727943,9400,Church Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1612221053,8/21/2018,5423 SIBLEY AVE,75223,47-E,"LOYDA GARCIA 9217 LA PRADA DR, DALLAS, TX 75228 (214) 577-1521","$20,000.00 ",625,NEW COMMERCIAL CONSTRUCTION,VEHICLE OR ENGINE REPAIR OR MAINTENANCE,32.792322,-96.742148,5423,Sibley Ave,,,Dallas,TX,Dallas County,75223,US
Building (BU) Commercial  New Construction,1801291034,2/14/2018,12660 C F HAWN FWY,75253,69A-L,"SONIA J. ESPINOZA 3104 POINT EAST DR, MESQUITE, TX 75150 (469) 835-8865","$15,000.00 ",600,DIVIDE EXISTING BUILDING INTO 2 SUITE. REMODEL EXISTING STORAGE A,AUTO SERVICE CENTER,32.679763,-96.611663,12660,C F Hawn Fwy,,,Dallas,TX,Dallas County,75253,US
Building (BU) Commercial  New Construction,1712181055,3/29/2018,13440 C F HAWN FWY,75253,69A-R,"POINTWEST 18749 MARSH LN, #912, DALLAS, TX 75287 () -","$10,000.00 ",600,NEW CONSTRUCTION,CONTRACTOR'S MAINTENANCE YARD,32.676255,-96.604598,13440,C F Hawn Fwy,,,Dallas,TX,Dallas County,75253,US
Building (BU) Commercial  New Construction,1811191112,12/19/2018,8617 GARLAND RD Ste:BU2,75218,"37-Q,37-R,37-U,37-V","MCCASLIN-HILL CONSTRUCTION INC 8112 CHANCELLOR ROW, DALLAS, TX 75247 (214) 217-8830","$185,000.00 ",560,CONSTRUCT 322SF CAMP GATE HOUSE INSIDE DALLAS ARBORETUM,MUSEUM,32.823177,-96.716926,8617,Garland Rd,Ste,BU2,Dallas,TX,Dallas County,75218,US
Building (BU) Commercial  New Construction,1806141034,10/25/2018,6875 W KIEST BLVD Ste:BU38,75211,51B-Y,"DALLAS BAPTIST UNIVERSITY 3000 MOUNTAIN CREEK PARKWAY, DALLAS, TX 75211 (214) 333-5122","$125,400.00 ",550,POOL HOUSE,"COLLEGE, UNIVERSITY, OR SEMINARY",32.736986,-96.907815,,,,,Dallas,TX,Dallas County,75211,US
Building (BU) Commercial  New Construction,1802281009,6/8/2018,9400 CHURCH RD,75238,27-K,"THE FAIN GROUP, INC P.O. BOX 750, FORT WORTH, TX 76101 (817) 927-4388","$427,500.00 ",548,NEW WATER PARK,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.886018,-96.727943,9400,Church Rd,,,Dallas,TX,Dallas County,75238,US
Building (BU) Commercial  New Construction,1806281102,10/3/2018,14135 STALLION RIDGE DR,75159,"70-J,70-N,70-P","THE CHARLES MORGAN GROUP LP 1551 I 30 EAST , STE: 100, ROCKWALL, TX 75087 (972) 772-9089","$7,000.00 ",500,CONSTRUCT NEW GAZEBO,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.620763,-96.573555,,,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Commercial  New Construction,1806281101,10/3/2018,14135 STALLION RIDGE DR,75159,"70-J,70-N,70-P","THE CHARLES MORGAN GROUP LP 1551 I 30 EAST , STE: 100, ROCKWALL, TX 75087 (972) 772-9089","$3,000.00 ",500,ALL RELATED SITE WORK,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.620763,-96.573555,,,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Commercial  New Construction,1806281116,10/3/2018,14135 STALLION RIDGE DR,75159,"70-J,70-N,70-P","THE CHARLES MORGAN GROUP LP 1551 I 30 EAST , STE: 100, ROCKWALL, TX 75087 (972) 772-9089","$3,000.00 ",500,CONSTRUCT PLAYGROUND EQUIPMENT,"PUBLIC PARK, PLAYGROUND, OR GOLF COURSE",32.620763,-96.573555,,,,,Seagoville,TX,Dallas County,75159,US
Building (BU) Commercial  New Construction,1805251070,6/15/2018,828 W 10TH ST,75208,54-F,"WALK IN THE PARK CONSTRUCTION 3410 HARDROCK RD, GRAND PRAIRIE, TX 76244 (972) 953-0598","$2,000.00 ",500,NEW CONSTRUCTION OF PLAYGROUND EQUIPMENTS,"PRIVATE RECREATION CENTER, CLUB OR AREA",32.744863,-96.837076,828,W 10th St,,,Dallas,TX,Dallas County,75208,US
Building (BU) Commercial  New Construction,1804031123,9/4/2018,7777 FOREST LN,75251,"16-W,16-X","BRASFIELD & GORRIE, LLC 8350 N CENTRAL EXPRESSWAY, #1000, DALLAS, TX 75206 (214) 624-5528","$1,952,808.00 ",450,INSTAL GENERATOR,HOSPITAL,32.911775,-96.773229,7777,Forest Ln,,,Dallas,TX,Dallas County,75230,US
Building (BU) Commercial  New Construction,1706081097,7/27/2018,4611 S MALCOLM X BLVD,75215,46-Y,"GLORIA JAIMEZ 7341 CHARLES CT, DALLAS, TX 75217 (214) 431-7019","$32,078.00 ",375,NEW COMMERCIAL CONSTRUCTION,GEN MERCHANDISE (NO FOOD) STORE < 3500 SQ. FT,32.756248,-96.753719,4611,S Malcolm X Blvd,,,Dallas,TX,Dallas County,75215,US
Building (BU) Commercial  New Construction,1804121088,5/14/2018,9757 MILITARY PKWY,75227,49-T,"STEVENS TRANSPORT 9757 MILITARY PKWY, DALLAS, TX 75227 (214) 882-3162","$25,000.00 ",375,NEW CONSTRUCTION,FREIGHT TERMINAL,32.769609,-96.654506,9757,Military Pkwy,,,Dallas,TX,Dallas County,75227,US
Building (BU) Commercial  New Construction,1809181019,10/16/2018,5130 CASH RD,75247,"33-W,33-X","OVERLAND CONSTRUCTION 5057 KELLER SPRINGS RD # 300, ADDISON, TX 75001 (214) 326-8810","$38,788.00 ",352,CONSTRUCT NEW OFFICE BUILDING; CREATES SUITE 100,OFFICE BUILDING,32.811866,-96.881632,5130,Cash Rd,,,Dallas,TX,Dallas County,75247,US
Building (BU) Commercial  New Construction,1804131098,10/3/2018,4719 IBERIA AVE,75207,44-A,"A.P.P CONTRACTORS 1919 MCKINNEY AVE , DALLAS, TX 75201 (972) 214-9811","$7,000.00 ",351,NEW COMMERCIAL CONSTRUCTION,COMMERCIAL PARKING LOT OR GARAGE,32.802218,-96.847645,4719,Iberia Ave,,,Dallas,TX,Dallas County,75207,US
Building (BU) Commercial  New Construction,1711201117,6/12/2018,3520 FOREST LN,75230,"14-V,15-S","COMMERCIAL CONSTRUCTION GROUP LLC 3435 HWY 276, ROCKWALL, TX 75087 (972) 961-0444","$50,000.01 ",327,,MINI-WAREHOUSE,32.910025,-96.785611,,Forest Ln,,,Dallas,TX,Dallas County,75230,US
Building (BU) Commercial  New Construction,1808161051,10/25/2018,9314 W JEFFERSON BLVD,75211,"51A-F,51A-G","JIM COOPER CONSTRUCTION COMPANY, INC 10000 N CENTRAL EXPWY, DALLAS, TX 75231 (214) 935-2538","$10,000.00 ",270,NEW CONSTRUCTION,OFFICE SHOWROOM/WAREHOUSE,32.741827,-96.977393,9302,W Jefferson Blvd,,,Dallas,TX,Dallas County,75211,US
