permitnumber,worktype,permittypedescr,description,comments,applicant,declared_valuation,total_fees,issued_date,expiration_date,status,owner,occupancytype,sq_feet,property_id,parcel_id,Latitude,Longitude,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country 
ERT675339,ERECT,Erect/New Construction,Erect,Erect 2 Unit residential dwelling. Existing building to be razed on separate permit.AE-Flood ZoneAttn: See BOSCONCOM #006-1533/1534 Order of stipulations;;required;on this project;;;;;;;;;,Damien Carthy,400000,4173,2/7/2018 10:55,8/7/2018 0:00,Closed,YOUNG BRADLEY J,1-2FAM,993.8,34736,104304000,42.3812,-71.01335,167,Coleridge St,,,East Boston,MA,Suffolk County,2128,US
ERT873639,ERECT,Erect/New Construction,Erect,This project is being submitted for ZONING review first. New construction of a 3-story 9 unit residential building;on lot B 8 809sf created via issued subdivision permit;ALT809347.FPand FA*AE Flood Zone (EL 10')  BOSCONCOM APPROVED w/ DEP File # 006-1601;;;,Damien Carthy,2432000,24845,5/3/2019 15:02,11/3/2019 0:00,Closed,CB EQUITIES SARATOGA STREET  LLC,Multi,10350,391107,100533000,42.3869,-71.009128,946,Saratoga St,,,East Boston,MA,Suffolk County,2128,US
COO996358,ERECT,Certificate of Occupancy,Erect,Two (2) Family DwellingERT580515 issued: 10/4/17 &; A863935 issued: 8/5/18,Damien Carthy,305000,2545,9/11/2019 8:07, ,Closed,921-923 EAST FOURTH STREET CONDOMINIUM TRUST,1-2FAM,4198,438944,604452000,42.333431,-71.049495,,,,,South Boston,MA,Suffolk County,2127,US
ERT580515,ERECT,Erect/New Construction,Erect,Existing Garage to be razed.; Erect a new;31/2 story  Two ( 2 ) Family Dwelling to;the Rear of the existing Single Family House on the same 5 625sf Lot. Install new Fire Sprinkler system in this Building.; Parking Garage to be built;at-grade ;beneath Building.; Construction plans to be submitted upon ZBA approval. See ALT580474 for the existing House.,Damien Carthy,305000,3344,10/4/2017 13:48, ,Closed,921-923 EAST FOURTH STREET CONDOMINIUM TRUST,1-2FAM,4198,438944,604452000,42.333431,-71.049495,,,,,South Boston,MA,Suffolk County,2127,US
COO1027795,ERECT,Certificate of Occupancy,Erect,30 Residential Units  1 Office  and Garage with 32 Parking Spaces.ERT339562 Issued  A563468 Issued 4/21/16 and SF653594 Issued 11/8/16,Damien Carthy,5575000,14265,12/30/2019 15:33, ,Closed,45 L STREET LLC,Mixed,44000,352428,603470010,42.336889,-71.035781,45-47,L St,,,Boston,MA,Suffolk County,2127,US
COO812410,ERECT,Certificate of Occupancy,Erect,Five (5) Residential Units &; Garage (per plans)ERT477726 issued: 3/9/17  SF626925 issued: 8/18/16;,Damien Carthy,2000000,335,3/23/2018 9:28, ,Closed,891 EAST FIRST LLC,Multi,0,58433,603737000,42.33811,-71.02766,891,E 1st St,,,South Boston,MA,Suffolk County,2127,US
COO806578,ERECT,Certificate of Occupancy,Erect,Five (5) Residential Units &; Garage (per plans)ERT477726 issued: 3/9/17  SF626925 issued: 8/18/16*Temporary Certificate expires on 6/12/18 pending standpipe test*,Damien Carthy,0,235,3/14/2018 9:51, ,Closed,891 EAST FIRST LLC,Multi,0,58433,603737000,42.33811,-71.02766,891,E 1st St,,,South Boston,MA,Suffolk County,2127,US
COO827193,NEWCON,Certificate of Occupancy,New construction,Twenty (20) Residential Units &;;Garage (27 Parking Spaces)ERT241184 issued: 2/9/16,Damien Carthy,1900000,46380,6/18/2018 9:35, ,Closed,64 G STREET REVOCABLE TRUST,Multi,0,124545,603901000,42.337382,-71.025887,933,E 2nd St,,,South Boston,MA,Suffolk County,2127,US
COO806052,NEWCON,Certificate of Occupancy,New construction,Twenty ( 20 ) Residential Units &;;Garage (27 Parking Spaces)Temporary Certificate valid for 90 days-6/14/18- pending BFD Standpipe.ERT241184 issued: 2/9/16,Damien Carthy,1900000,300,3/14/2018 9:32, ,Closed,64 G STREET REVOCABLE TRUST,Multi,0,124545,603901000,42.337382,-71.025887,933,E 2nd St,,,South Boston,MA,Suffolk County,2127,US
COO994830,ERECT,Certificate of Occupancy,Erect,Fifty Six (56) Residential Units with Parking; and 1 Core &; Shell Commercial Space;ERT305014 - 5/16/17  A927533;- ;3/14/19 &; A800811 - 12/7/18;,Dan Arenz,16000000,14792.5,8/29/2019 15:38, ,Closed,PEACE  PROPERTIES  INC,Mixed,0,351577,105590000,42.372355,-71.041538,99-101,Border St,,,Boston,MA,Suffolk County,2128,US
COO987537,ERECT,Certificate of Occupancy,Erect,Fifty Six (56) Residential Units with Parking; and 1 Core &; Shell Commercial SpaceTemporary Certificate for 54 Residential Units excluding units;205 &; 513. Certificate;valid for 90 days pending completion of work.; Certificate to;expire on 11/14/19.ERT305014 issued 5/16/17  A927533 issued 3/14/19 &; A800811 issued 12/7/18;,Dan Arenz,16000000,840,8/21/2019 15:51, ,Closed,PEACE  PROPERTIES  INC,Mixed,0,351577,105590000,42.372355,-71.041538,99-101,Border St,,,Boston,MA,Suffolk County,2128,US
COO902049,ERECT,Certificate of Occupancy,Erect,Charter School;ERT700698 issued: 6/22/17 &; SF718977 issued: 6/9/17;,Dan Geary,29688959,1100,11/27/2018 8:38, ,Closed,,Comm,95354,422093, ,42.293776,-71.093625,200,American Legion Hwy,,,Dorchester Center,MA,Suffolk County,2124,US
COO869806,ERECT,Certificate of Occupancy,Erect,School;Temporary Certificate for the Brooke Charter High School.; Certificate valid for 90 days; 11/21/18;pending completion of permit.ERT700698 issued: 6/22/17 &; SF718977 issued: 6/9/17;,Dan Geary,29688959,1050,8/21/2018 9:01, ,Closed,,Comm,95354,422093, ,42.293776,-71.093625,200,American Legion Hwy,,,Dorchester Center,MA,Suffolk County,2124,US
COO804806,ERECT,Certificate of Occupancy,Erect,Sixty;Two;(62); Residential Units  Leasing Office ;Game Room/Lounge Areas  Fitness Center ;Parking GarageCertificate for: Base Bldg  Core/Shell Bsmt-5th.fl. ;62 Residential Units  Lobby  Leasing Office ;Game Room/Lounge Areas  Fitness Center &;;Parking GarageErt 518363 issued 12/14/15  A 668062 issued 1/12/17  sf544373 - issued12/3/15  sf518366 - issued 9/10/15;,Dana Marcotte,13053000,24009.35,3/12/2018 8:15, ,Closed,BRIGHTON GARDENS APARTMENTS,Multi,24574,419368,2203711000,42.351283,-71.172328,99,Tremont St,,,Brighton,MA,Suffolk County,2135,US
COO714289,ERECT,Certificate of Occupancy,Erect,(62); Residential Units  Leasing Office ;Game Room/Lounge Areas  Fitness Center ;Parking GarageC/O-For Base Bldg  Core/Shell Bsmt-5th.fl. ;Phase-1- (22) Units-South Side fls 1-3  Lobby  Leasing Office ;Game Room/Lounge Areas  Fitness Center ;Parking Garage-OnlyErt 518363 issued 12/14/15  A 668062 issued 1/12/17*Temporary Certificate-expires -7/30/17-pending completion of Phase Project*,Dana Marcotte,13050000,630,6/1/2017 9:59, ,Closed,BRIGHTON GARDENS APARTMENTS,Multi,0,419368,2203711000,42.351283,-71.172328,99,Tremont St,,,Brighton,MA,Suffolk County,2135,US
COO696505,ERECT,Certificate of Occupancy,Erect,Single Family Dwelling w/Garage for 1 carERT533576 issued: 11/6/15,Daniel A Shanks,262500,925,4/10/2017 15:22, ,Closed,BERGERON PAUL P,1-2FAM,0,419681,2010688070,42.268964,-71.166774,2,Northdale Ter,,,West Roxbury,MA,Suffolk County,2132,US
COO838331,ERECT,Certificate of Occupancy,Erect,(18) Residential Units and;Retail Space on 1St Floor  &; Twelve (12) Parking SpacesErt325841 issued 1/20/16 ; &; A633113 issued ;9/19/16 ;,Daniel Dunn,1750000,32668.62,3/27/2018 0:00, ,Closed,TREMONT & FAXON LLC,Mixed,4545,136845,1000004000,42.332105,-71.097814,1465-1467,Tremont St,,,Boston,MA,Suffolk County,2120,US
COO838331,ERECT,Certificate of Occupancy,Erect,(18) Residential Units and;Retail Space on 1St Floor  &; Twelve (12) Parking SpacesErt325841 issued 1/20/16 ; &; A633113 issued ;9/19/16 ;,Daniel Dunn,1750000,32668.62,3/27/2018 0:00, ,Closed,TREMONT & FAXON LLC,Mixed,4545,136845,1000007000,42.332105,-71.097814,1465-1467,Tremont St,,,Boston,MA,Suffolk County,2120,US
COO838331,ERECT,Certificate of Occupancy,Erect,(18) Residential Units and;Retail Space on 1St Floor  &; Twelve (12) Parking SpacesErt325841 issued 1/20/16 ; &; A633113 issued ;9/19/16 ;,Daniel Dunn,1750000,32668.62,3/27/2018 0:00, ,Closed,TREMONT & FAXON LLC,Mixed,4545,136845,1000009000,42.332105,-71.097814,1465-1467,Tremont St,,,Boston,MA,Suffolk County,2120,US
ERT489043,ERECT,Erect/New Construction,Erect,build a three family dwelling with off street parking.,Daniel J Dandreo Iii,500000,10267,1/29/2019 10:30,7/29/2019 0:00,Open,O'CONNELL NANCY TS,1-3FAM,0,344800,600621000,42.336957,-71.052567,153,Bowen St,,,South Boston,MA,Suffolk County,2127,US
ERT668259,ERECT,Erect/New Construction,Erect,New building construction  mixed -use development consisting of residential parking and core shell retail occupancies. the podium consists of core shell retail and residential amentities and residential units in the 1 story building below podium. Above the podium the are 5 stories consist;of 215;residential units. The 6 story building in less than 70 feet in height. FP and FA;,Daniel Lebiedz,62079200,631255,3/29/2017 11:30, ,Open,SERT  LOT 17  LLC,VacLd,56345,420663,703469000,42.324486,-71.062529,4,Lucy St,,,Dorchester,MA,Suffolk County,2125,US
ERT808814,ERECT,Erect/New Construction,Erect,Change;Occupancy from a Two Family Dwelling ( LF # 2969 / 01 );;to a Three Family Dwelling.; Rebuild of entire fire-damaged Building on existing foundation.; New Kitchens and Bathrooms.; New HVAC and Electrical systems throughout.;;Construct new Egress Decks in Side Yard.; Building will be fully Sprinklered.; As per plans.,DANIEL MANGIACOTTI,520000,5801,8/8/2018 12:46,2/8/2019 0:00,Open,87 SAWYER AVENUE CONDOMINIUM TRUST,1-3FAM,3897,123581,1301547000,42.31278,-71.06212,87,Sawyer Ave,,,Dorchester,MA,Suffolk County,2125,US
COO681545,ERECT,Certificate of Occupancy,Erect,(3) New TownhousesErt 518254 issued 11/11/16,daniel mangiacotti,576275,2905,2/17/2017 9:25, ,Closed,WYMAN REAL ESTATE LLC,1-2FAM,0,419392,1002551000,42.321102,-71.106471,48,Forbes St,,,Jamaica Plain,MA,Suffolk County,2130,US
COO762350,ERECT,Certificate of Occupancy,Erect,Three (3 ) Residential Units;W/4 Car GarageERT532134 issued: 11/2/16;,Daniel Rubin,500000,4935,10/2/2017 9:10, ,Closed,341 E STREET CONDOMINIUM  TRUST,1-3FAM,0,419643,601646000,42.338375,-71.048469,343,E St,,,South Boston,MA,Suffolk County,2127,US
ERT643170,ERECT,Erect/New Construction,Erect,Tommy's Rock Urban Farm -; Assemble a prefabricated RIMOL Nor'Easter Greenhouse for existing Urban Farm;;;;;;;;;; see UOP49601542,Darci Schofield,24000,329,1/23/2018 12:10,7/23/2018 0:00,Closed,TRUST FOR PUBLIC LAND,Other,16380,420865,1201383000,42.325722,-71.086209,3,Akron St,,,Roxbury,MA,Suffolk County,2119,US
ERT744407,ERECT,Erect/New Construction,Erect,New Construction of a 4 story plus Basement Residential Building containing 8 Dwelling Units. Work to include; concrete  FA  FP  MEP's and finishes.; Building to be fully Sprinklered,Darren Keane,1350000,14530,4/5/2018 11:41,10/5/2018 0:00,Closed,41 WOODVILLE STREET LLC,VacLd,11000,152012,802980000,42.321577,-71.076816,41,Woodville St,,,Roxbury,MA,Suffolk County,2119,US
ERT792403,ERECT,Erect/New Construction,Erect,Take down existing single family structure and replace with 5 unit building and under parking.Approved for 3 family (plans approved by ZBA),Dave Anderson,1100000,11615,4/5/2019 10:26,10/5/2019 0:00,Closed,16 MARMION STREET LLC,1-2FAM,5340,91648,1102096000,42.31257,-71.10344,16,Marmion St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT543853,ERECT,Erect/New Construction,Erect,Combine existing 3 606 sf Lot with existing 3 873 sf Lot.;;Erect a new 3 story Three;( 3 ) Family;Dwelling on newly created 7 479 sq ft Lot.; This will be One of Two Dwellings on the Same Lot.; This;Lot will;share a Common Driveway;easement with 35 - 37 Haverford Street ( ERT543964 ).;;;;;;;;;;;;,Dave Anderson,1700000,17794,1/11/2018 14:18,7/11/2018 0:00,Open,HAV ST EIGHT LLC,1-3FAM,0,419695,1102016000,42.312922,-71.101869,33,Haverford St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT543964,ERECT,Erect/New Construction,Erect,Tear;down the existing Two Family Dwelling.; Combine existing 3 606 sf Lot with existing 3 873 sf Lot.;;Erect a new 3 story Five;( 5 ) Family;Dwelling on newly created 7 479 sq ft Lot.; This will be One of Two Dwellings on the Same Lot.; This;Lot will;share a Common Driveway;easement with 33 Haverford Street ( ERT543853 );;;;;;;;;;;,Dave Anderson,2000000,20744,1/11/2018 14:03,7/11/2018 0:00,Open,HAV ST EIGHT LLC,Multi,0,71327,1102017000,42.31302,-71.10179,35-37,Haverford St,,,Jamaica Plain,MA,Suffolk County,2130,US
ERT602658,ERECT,Erect/New Construction,Erect,;COMBINE;4 PARCELS of land (Parcel #1200946000  Parcel # 1200943000  Parcel#1200945020  Parcel#12009455010);;to = 11 695 s.f.; then  ;Erect new three story building three residential units with four parking spaces as per the plans.*Pending DPW REVIEW which NEEDS TO BE PERFORMED ;;;,Dave Anderson,500000,5282,8/31/2017 11:12,2/28/2018 0:00,Open,FIRST SUFFOLK LLC,VacLd,3600,420572,1200943000,42.31748,-71.080186,42,Maywood St,,,Roxbury,MA,Suffolk County,2119,US
COO724534,ERECT,Certificate of Occupancy,Erect,Eight (8) Residential Units and 1 Retail SpaceCertificate for the eight (8) residential units and Core/Shell for the Retail SpaceSF553809 issued: 1/11/16 &; ERT368441 issued: 3/16/16;;,DAVID  WINICK,750000,502.5,6/27/2017 10:38, ,Closed,246 WEST BROADWAY LLC,Multi,0,21406,600423000,42.339686,-71.051513,246-248,W Broadway,,,Boston,MA,Suffolk County,2127,US
COO689879,ERECT,Certificate of Occupancy,Erect,Eight (8) Residential Units and 1 Retail SpaceTemporary Certificate for the eight (8) residential units ONLY.; TCO valid for 90 days- expires on 6/23/17-;pending completion of permit.SF553809 issued: 1/11/16 &; ERT368441 issued: 3/16/16;;,DAVID  WINICK,750000,200,3/23/2017 9:30, ,Closed,246 WEST BROADWAY LLC,Multi,0,21406,600423000,42.339686,-71.051513,246-248,W Broadway,,,Boston,MA,Suffolk County,2127,US
COO690065,ERECT,Certificate of Occupancy,Erect,Offices  Labs  Classrooms  Student Spaces and Café.ERT312194 issued: 2/6/15  A497166 issued: 7/30/15  A640745 issued: 10/14/16  SF312437 issued: 12/12/13&; FND348141 issued: 3/31/14 &; ALT637954 issued: 11/10/16,David Chapman,154691390,1100,4/25/2017 12:12, ,Closed,NORTHEASTERN UNIVERSITY,Comm,220000,350967,901340000,42.337679,-71.086869,805,Columbus Ave,,,Roxbury Crossing,MA,Suffolk County,2120,US
COO667073,ERECT,Certificate of Occupancy,Erect,Offices  Labs  Classrooms  Student Spaces and Café.Temp. COO for Offices  Labs  Classrooms  Student Spaces and Mechanical Penthouse.;(3/24/2017)Adding the Café.; TCO to expire on 6/27/17;pending completion of; work.ERT312194 issued: 2/6/15  A497166 issued: 7/30/15  A640745 issued: 10/14/16  SF312437 issued: 12/12/13&; FND348141 issued: 3/31/14,David Chapman,109691395,1100,3/27/2017 0:00, ,Closed,NORTHEASTERN UNIVERSITY,Comm,220000,350967,901340000,42.337679,-71.086869,805,Columbus Ave,,,Roxbury Crossing,MA,Suffolk County,2120,US
COO953705,ERECT,Certificate of Occupancy,Erect,Thirty ;Nine 39 Residential Units with 36 Garage.Temporary Certificate for Phase;One  ;39 Residential Units with Parking for;4 Vehicles Only.; Certificate valid for 60 days;pending completion of permit;TCO expires on 10/13/19-extendinguntil 11/13/19ERT160221 issued 8/31/17  ERT581827 issued 8/30/17  ALT581826 issued 8/30/17  ALT716029 issued 8/31/17 &; A951524 pending and Committee on Licensing for Garage.,David DeBillis,0,400,10/11/2019 0:00, ,Closed,ES JWAY LLC,7More,51567,420580,1001632000,42.325271,-71.112493,221,S Huntington Ave,,,Jamaica Plain,MA,Suffolk County,2130,US
COO783066,ERECT,Certificate of Occupancy,Erect,Thirty Two (32) Residential Units and 33 Parking SpacesTemporary Certificate for 31 Residential Units - ONLY.; Certificate valid for 90 days;;3/7/2017- pending completion of permit and an ALT to correct the occupancy.ERT339115 issued: 10/6/15  SF525488 issued: 10/2/15 ;ALT745217 PENDING,David Gorski,6500000,300,12/7/2017 8:52, ,Closed,ARYA CONDOMINIUM TRUST,Multi,48500,352425,600223000,42.339075,-71.056124,30,B St,,,South Boston,MA,Suffolk County,2127,US
COO842109,NEWCON,Certificate of Occupancy,New construction,Five (5);Unit DwellingErt 539809 ISSUED 5/24/17,David Higgins,809500,1845,6/13/2018 8:40, ,Closed,HARRISON PARK LLC,Multi,0,419704,1600080000,42.291413,-71.042158,,,,,Dorchester,MA,Suffolk County,2122,US
ERT539809,NEWCON,Erect/New Construction,New construction,Erect a;five (5);unit dwelling  building to be 2.5 story townhouse FP and FA (AS Per Plans),David Higgins,800000,8317,5/24/2017 11:30,11/24/2017 0:00,Open,HARRISON PARK LLC,Multi,0,419704,1600080000,42.291413,-71.042158,,,,,Dorchester,MA,Suffolk County,2122,US
COO1037568,ERECT,Certificate of Occupancy,Erect,Two (2) flats at Ground Level w/five (5) Duplex Townhouses Ert 781994 issued 2/27/18*Temporary certificate-expires-3/1/20-pending completion*,DAVID LOPES,3031000,175,12/31/2019 15:07, ,Closed,BOSTON HOUSING AUTHORITY,Multi,11431,423146,902643000,42.3335,-71.088294,11,Whittier St,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT781994,ERECT,Erect/New Construction,Erect,Building C: Construct two (2) flats at ground level with five (5) duplex townhouses above on floors 2 thru 4. File in conjunction with ERT781992 and ERT781928.,DAVID LOPES,3031000,30844,2/27/2018 11:50,8/27/2018 0:00,Open,BOSTON HOUSING AUTHORITY,Multi,11431,423146,902643000,42.3335,-71.088294,11,Whittier St,,,Roxbury Crossing,MA,Suffolk County,2120,US
COO1037571,ERECT,Certificate of Occupancy,Erect,Four (4) Flats;@ Ground level w/ Eleven (11) Duplex Townhouses;Ert 781992 issued 2/27/18*Temporary certificate -expires-3/1/20-pending completion of permit*,DAVID LOPES,0,300,12/31/2019 15:04, ,Closed,BOSTON HOUSING AUTHORITY,Multi,23882,423147,902643000,42.333819,-71.08759,154,Ruggles St,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT781992,ERECT,Erect/New Construction,Erect,Building B: Demolition/removal of existing building/structure on site. Construct four (4) flats at ground level with eleven (11) duplex townhouses above on floors 2 thru 4. File in conjunction with ERT781994 and ERT781928.,DAVID LOPES,5869000,59275,2/27/2018 11:49,8/27/2018 0:00,Open,BOSTON HOUSING AUTHORITY,Multi,23882,423147,902643000,42.333819,-71.08759,154,Ruggles St,,,Roxbury Crossing,MA,Suffolk County,2120,US
ERT686227,ERECT,Erect/New Construction,Erect,-Combine 3 parcels into one site with the Address of 1785 Columbus Ave.: *1101160000 - 90 Amory *1101159000 - 1837 Columbus *1101190000 - 1785 Columbus -Erect new 206 500 SF building (139 200 SF;take out restaurant;&; offices  67 300 SF parking) -Building Floors: 7 + 1 basement level: *2 levels of parking (157 spaces) *community uses  day care center ;take out restaurant;&; offices; -Building height from average grade: 95' -FAR 3.52;*Smoke Control Affidavit needed-See Cheryl Odom*,david macpherson,30000000,302100,10/17/2018 8:53,4/17/2019 0:00,Open,HORIZONS WATERMARK LLC,Other,139200,35496,1101160000,42.319935,-71.098693,1785,Columbus Ave,,,Roxbury,MA,Suffolk County,2119,US
